mol_id,product,exact_match,match_count,building_block_hit,reactants_total,reactants_match
mol_264,OC1=C(c2ccc(O)cc2)Oc2cc(O)cc(O)c2[C@@H]1O,0,2,1,4,3
mol_265,Oc1ccc([C@H]2Oc3cc(O)cc(O)c3[C@H](O)[C@@H]2O)cc1,0,1,1,3,2
mol_266,O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)cc2)[C@H]1O,1,2,1,2,2
mol_267,OC[C@H]1O[C@@H](Oc2cc(O)cc3[o+]c(-c4ccc(O)cc4)ccc23)[C@H](O)[C@@H](O)[C@@H]1O,0,-1,0,4,0
mol_268,Oc1ccc(-c2ccc3c(O)cc(O)cc3[o+]2)cc1,1,3,1,3,3
mol_269,Oc1ccc([C@@H]2CC(O)c3c(O)cc(O)cc3O2)cc1,1,2,1,2,2
mol_270,COc1cc(O)c2c(c1)O[C@H](c1ccc(O)cc1)CC2=O,0,1,1,2,2
mol_271,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,0,-1,0,3,0
mol_272,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,0,-1,0,3,0
mol_273,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c21,0,-1,0,2,0
mol_274,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1,1,2,1,2,2
mol_275,O=C1/C(=C/c2cc(O)c(O)c(O)c2)Oc2cc(O)cc(O)c21,1,2,1,2,2
mol_276,O=C1/C(=C/Oc2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2)Oc2cc(O)ccc21,0,0,1,4,1
mol_277,O=C1c2ccc(O)cc2OC1C1OC12C=CC(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C=C2,0,0,1,3,1
mol_278,O=C1/C(=C/c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2)Oc2cc(O)ccc21,0,0,1,4,1
mol_279,O=C1c2ccc(O)cc2OC1C(O)c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,0,0,1,3,1
mol_280,O=C1c2ccc(O)cc2OC1C(OO)c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,0,0,1,2,1
mol_281,O=C1/C(=C/Oc2ccc(O)cc2)Oc2cc(O)ccc21,1,3,1,3,3
mol_282,O=C1C=CC2(C=C1)OC2C1Oc2cc(O)ccc2C1=O,1,2,1,2,2
mol_283,O=C1/C(=C/c2ccc(O)cc2)Oc2cc(O)ccc21,1,3,1,3,3
mol_284,O=C1c2ccc(O)cc2OC1C(O)c1ccc(O)cc1,1,2,1,2,2
mol_285,C=C(C)C(C)CC/C(C)=C\CC/C(C)=C/CC/C=C(/C)CC/C=C(\C)CCC(C)C(=C)C,1,2,1,2,2
mol_286,CC1CC(C)(C)[C@@H]2CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](C(C)(C)O)[C@@H]5CC[C@]43C)[C@@]2(C)C1,0,-1,0,2,0
mol_287,CC(CC[C@@H](O)[C@@H](O)[C@@H](O)CN)C1CC[C@@]2(C)C1CC[C@]1(C)C2CCC2[C@@]3(C)CCCC(C)(C)C3CC[C@]21C,0,-1,0,5,0
mol_288,CC(CCC1O[C@@H](O)[C@H](O)[C@@H]1O)C1CC[C@@]2(C)C1CC[C@]1(C)C2CCC2[C@@]3(C)CCCC(C)(C)C3CC[C@]21C,0,-1,0,3,0
mol_289,CC(CCC1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)C1CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2CC[C@@H]2[C@@]3(C)CCCC(C)(C)[C@@H]3CC[C@]21C,0,-1,0,2,0
mol_290,CC(=O)[C@@H]1CC[C@H]2[C@@]1(C)CC[C@H]1C(C)(C)[C@@H](O)CC[C@@]12C,0,-1,0,3,0
mol_291,CC(C)=CCC/C(C)=C/CC[C@@](C)(O)[C@@H]1CC[C@@H]2[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@@]12C,0,0,1,2,1
mol_292,CC1(C)C2CC[C@]3(C)C(CC=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@]43C)[C@@]2(C)CC[C@@H]1O,0,-1,0,5,0
mol_293,CC1(C)C2CC[C@]3(C)C([C@H](O)C=C4C5C[C@@](C)(CO)CC[C@]5(C)CC[C@]43C)[C@@]2(C)CC[C@@H]1O,0,-1,0,4,0
mol_294,CC1(C)C2CC[C@]3(C)C(CC=C4C5C[C@@](C)(CO)CC[C@]5(C)CC[C@]43C)[C@@]2(C)CC[C@@H]1O,0,-1,0,3,0
mol_295,CC1(C)CC2C3=CCC4[C@@]5(C)CC[C@H](O)C(C)(C)C5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C)[C@H](O)C1,0,-1,0,3,0
mol_296,CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CCC4[C@@]5(C)CC[C@H](O)[C@](C)(CO)C5CC[C@]43C)C2C1,0,-1,0,3,0
mol_297,CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)C4[C@@]5(C)CC[C@H](O)C(C)(C)C5CC[C@]43C)C2C1,0,-1,0,4,0
mol_298,CC1(C)CC[C@]2(C)CC[C@]3(C)C(=C[C@@H](O)C4[C@@]5(C)CC[C@H](O)C(C)(C)C5CC[C@]43C)C2C1,0,1,1,3,2
mol_299,CC1(C)CC[C@]2(CO)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0,1,1,3,2
mol_300,CC1(C)CC[C@]2(C)[C@@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0,-1,0,3,0
mol_301,CC1(C)CC[C@]2(C)CC[C@]3(C)[C@@]4(O[C@@H]4C[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0,-1,0,3,0
mol_302,CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1,0,-1,0,3,0
mol_303,CC1(C)CC[C@]2(C)CC[C@]3(C)C(=C[C@@H](O)[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0,-1,0,3,0
mol_304,CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5[C@H](O)C[C@]43C)[C@@H]2C1,0,-1,0,3,0
mol_305,CC1(C)CC[C@@]2(C)[C@@H](C1)C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)C[C@H]2O,0,-1,0,3,0
mol_306,CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0,-1,0,2,0
mol_307,CC(C)=CCCC(C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@]12C,0,1,1,4,2
mol_308,CC(C)=CCCC(C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)C[C@]12C,0,-1,0,6,0
mol_309,CC(C)=CCCC(C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@]12C,0,0,1,3,1
mol_310,CC(C)=CCC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1CC[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@]12C,0,-1,0,2,0
mol_311,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC[C@@]1(C)[C@H](CCC=O)/C(=C(/C)CO)CC[C@H]1C,0,1,1,3,2
mol_312,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC[C@@]1(C)[C@H](CCC=O)C(=C(C)C)CC[C@H]1C,1,2,1,2,2
mol_313,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0,-1,0,5,0
mol_314,C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0,-1,0,3,0
mol_315,C=C(C)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0,0,1,2,1
mol_316,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,0,-1,0,5,0
mol_317,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(CO)CC[C@H]1C,0,-1,0,3,0
mol_318,C[C@H]1[C@H](C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,0,-1,0,2,0
mol_319,CC1(C)CC[C@]2(C)CC[C@]3(C)C4=CC[C@H]5C(C)(C)[C@@H](O)CC[C@]5(C)[C@H]4CC[C@@]3(C)[C@@H]2C1,0,1,1,2,2
mol_320,CC1(C)C=C2[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C)CC1,0,-1,0,2,0
mol_321,CC1(C)CC[C@]2(C)CC=C3[C@@](C)(CC[C@H]4[C@@]3(C)CC[C@H]3C(C)(C)[C@@H](O)CC[C@@]34C)[C@@H]2C1,0,-1,0,2,0
mol_322,CC1(C)CC[C@]2(C)CC[C@]3(C)[C@H]4CC=C5[C@@H](CC[C@H](O)C5(C)C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1,0,-1,0,2,0
mol_323,C[C@H]1C(=O)CC[C@H]2[C@]3(C)CC[C@@]4(C)[C@@H]5CC(C)(C)CC[C@]5(C)CC[C@]4(C)[C@H]3CC[C@@]21C,0,-1,0,2,0
mol_324,CC1(C)CC[C@]2(C)CC[C@]3(C)C(=C2C1)CC[C@@H]1[C@@]2(C)CC[C@H](O)C(C)(C)[C@@H]2CC[C@]13C,1,2,1,2,2
mol_325,CC1(C)CC[C@]2(C)CC[C@]3(C)C4=C(CC[C@@]3(C)[C@@H]2C1)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC4,0,1,1,2,2
mol_326,CC(C)=CCC/C(C)=C/C=C\[C@@H](C)[C@@]1(C)CCC2=C1[C@@H](O)C[C@H]1C(C)(C)[C@@H](O)CC[C@]21C,0,1,1,4,2
mol_327,CC(C)=CCC/C(C)=C/CC[C@@H](C)[C@@]1(C)CCC2=C1[C@@H](O)C[C@H]1C(C)(C)[C@@H](O)CC[C@]21C,0,1,1,3,2
mol_328,CC(C)=CCC/C(C)=C/CC[C@@H](C)[C@@]1(C)CCC2=C1CC[C@H]1C(C)(C)[C@@H](O)CC[C@]21C,1,2,1,2,2
mol_329,CC(C)CCC[C@@H](C)[C@H]1CC=C2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)[C@@H](C)[C@@H]1CC3,0,-1,0,8,0
mol_330,CC(C)CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C,0,-1,0,3,0
mol_331,C=C(CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@](C)(C=O)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C)C(C)C,0,-1,0,5,0
mol_332,C=C(CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C)C(C)C,0,-1,0,3,0
mol_333,CC(C)[C@@H](C)CC[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,0,-1,0,12,0
mol_334,C=C(C)[C@@H](C)CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C,0,-1,0,3,0
mol_335,C=C(C)[C@H](C)CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C,0,1,1,3,2
mol_336,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C,1,2,1,2,2
mol_337,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)C3=CC[C@]12C,0,0,1,2,1
mol_338,CC(C)=CCC[C@]1(C)CC[C@]2(C)[C@H]3CC=C4[C@@H](CC[C@H](O)C4(C)C)[C@]3(C)CC[C@@]2(C)C1,1,2,1,2,2
mol_339,C/C=C(\C)C(=O)O[C@H]1C[C@@H](OC(C)=O)[C@@]2(C(=O)OC)CO[C@H]3[C@@H](O)[C@@](C)([C@]45O[C@@]4(C)[C@H]4C[C@@H]5O[C@@H]5OC=C[C@@]54O)[C@@H]4[C@@](O)(C(=O)OC)OC[C@@]14[C@@H]32,0,-1,0,3,0
mol_340,CC(C)=CCC[C@@H](C)[C@@H]1CC[C@]2(C)C3=C(CC[C@@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3,0,0,1,2,1
mol_341,CC(=O)OC(C)(C)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,0,-1,0,2,0
mol_342,CC(C)=CCC[C@@H](C)C1CC[C@@]2(C)C3CC=C4C(CC[C@H](O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,0,1,1,3,2
mol_343,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC=C4[C@@H](CC[C@H](O)C4(C)C)[C@]3(C)CC[C@]12C,1,2,1,2,2
mol_344,CC(C)=CCC/C(C)=C1/CC[C@@]2(C)[C@H]1CC[C@@H]1[C@]2(C)CC[C@H]2C(C)(C)[C@@H](O)CC[C@]12C,0,0,1,2,1
mol_345,CC(C)=CCC/C(C)=C/CC[C@H](C)[C@@]1(C)CCC2=C1CC[C@H]1C(C)(C)[C@@H](O)CC[C@]21C,1,2,1,2,2
mol_346,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC[C@@H]1C(C)=CC[C@H](O)C1(C)C,1,2,1,2,2
mol_347,CC(C)(O)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0,-1,0,2,0
mol_348,CC(C)=CCC[C@]1(C)CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CCC(=O)[C@@H]4C)[C@]3(C)CC[C@@]2(C)C1,0,0,1,2,1
mol_349,C=C1CC[C@H](O)C(C)(C)[C@@H]1CC/C(C)=C/CCC1=C(C)CC[C@@]2(C)CCC(C)(C)C[C@@H]12,0,0,1,2,1
mol_350,CC(C)=CCC[C@]1(C)CC[C@]2(C)[C@H]3CC[C@H]4C(C)(C)[C@@H]5CC[C@]4(O5)[C@]3(C)CC[C@@]2(C)C1,1,2,1,2,2
mol_351,CC1=CC[C@H]2C(C)(C)[C@@H](O)CC[C@]2(C)[C@H]1CCC1=C(C)CC[C@@]2(C)CC[C@@H](C)[C@H](C)[C@@H]12,0,-1,0,2,0
mol_352,CC1=CC[C@H]2C(C)(C)[C@@H](O)CC[C@]2(C)[C@H]1CCC1=C(C)CC[C@@]2(C)CCC(C)(C)C[C@@H]12,0,0,1,2,1
mol_353,CC(C)=CCC[C@H](C)[C@@H]1CC[C@]2(C)C3=CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]12C,1,2,1,2,2
mol_354,CC1CC(C)(C)[C@@H]2CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@]2(C)C1,0,-1,0,2,0
mol_355,O=C(O)/C=C\c1ccc(O)cc1O,1,1,1,2,1
mol_356,C=C1Oc2cccc(C(=O)O)c2NC1=O,1,3,1,3,3
mol_357,C=C(Oc1cccc(C(=O)O)c1N)C(=O)O,1,2,1,2,2
mol_358,N[C@@H]1C(=O)CC=C[C@H]1C(=O)O,0,0,1,3,1
mol_359,N[C@H]1C(C(=O)O)=CC=C[C@@H]1O,0,0,1,2,1
mol_360,Oc1cc(Cl)c(Cl)cc1Cl,0,-1,0,2,0
mol_361,O=C(O)CNCC(=O)O,1,2,1,2,2
mol_362,C/C=C/C(=O)/C1=C/C(=C2/C=CCCN2)SC[C@H](NC(C)=O)C(=O)O1,0,-1,0,11,0
mol_363,C/C=C/C=C/C=C/[C@@H](O)/C=C\CCN,0,0,1,3,1
mol_364,C/C=C/C=C/C=C/[C@@H](O)C/C=C/CN,0,0,1,2,1
mol_365,CC[C@H]1CCC[C@H](O)[C@@H](C)C(=O)/C=C/[C@@H]2[C@@H](C=C[C@@H]3C[C@@H](O)C[C@@H]23)/C=C/C(=O)O1,0,-1,0,4,0
mol_366,CC[C@H]1CCC[C@H](O)[C@@H](C)C(=O)/C=C/C=C\C[C@H](O)C/C=C/C=C/C=C/C(=O)O1,0,0,1,3,1
mol_367,CC[C@H]1CCC[C@H](O)[C@@H](C)C(=O)C/C=C/[C@H](O)C[C@H](O)C/C=C/C=C/C=C/C(=O)O1,0,0,1,2,1
mol_368,Cc1cc(O)cc2oc(CC(=O)CC(=O)O)cc(=O)c12,1,2,1,2,2
mol_369,COc1cc(-c2c(C)cc(O)cc2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)oc(=O)c1,1,2,1,2,2
mol_370,Cc1c(C(=O)O)c(O)cc2cc3cc4cc(O)cc(O)c4c(O)c3c(O)c12,1,4,1,4,4
mol_371,CC(=O)c1c(CC(=O)CC(=O)O)cc2cc3cc(O)cc(O)c3c(O)c2c1O,1,3,1,3,3
mol_372,CC(=O)CC(=O)c1c(CC(=O)CC(=O)CC(=O)O)cc2cc(O)cc(O)c2c1O,1,2,1,2,2
mol_373,Cc1cc(O)cc2c1C(=O)CC(O)(Cc1cc(O)cc(=O)o1)O2,1,1,1,1,1
mol_374,Cc1cc(O)c2c(c1)Cc1cccc(O)c1C2=O,0,1,1,2,2
mol_375,Cc1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,0,2,1,3,3
mol_376,O=C1c2c(O)cccc2[C@@H](C2OC(CO)C(O)C(O)C2O)c2cc(CO)cc(O)c21,1,3,1,3,3
mol_377,CC1(O)CC(=O)c2c(Cc3cc(O)cc(=O)o3)cc(O)cc2O1,1,1,1,1,1
mol_378,CC[C@H]1CCC[C@H](O)[C@@H](C)[C@H](O)C/C=C/[C@H](O)C[C@H](O)C/C=C/C=C/C=C/C(=O)O1,1,1,1,1,1
mol_382,Cc1cc(=O)c2c(O)cc(O)cc2o1,1,1,1,1,1
mol_383,Cc1cc(O)cc(O)c1C(=O)Cc1cc(O)cc(=O)o1,1,1,1,1,1
mol_385,Cc1cc(O)cc(O)c1-c1cc(O)cc(=O)o1,1,1,1,1,1
mol_387,C=CC/C=C\C/C=C\CCCCCCCc1cc(OC)cc(O)c1O,1,3,1,3,3
mol_388,C=CC/C=C\C/C=C\CCCCCCCc1cc(OC)cc(OC)c1O,1,4,1,4,4
mol_389,C=CC/C=C\C/C=C\CCCCCCCC1=C(O)C(=O)C=C(OC)C1=O,1,4,1,4,4
mol_390,CC(=O)C1=C(CC(=O)CC(=O)O)Cc2cccc(O)c2C1=O,0,0,1,5,1
mol_391,CC(=O)C1=C(C[C@H](O)CC(=O)O)Cc2cccc(O)c2C1=O,0,0,1,6,1
mol_403,CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)O,1,1,1,1,1
mol_404,C[C@]1(O)CC(=O)[C@@H]2c3cc4cccc(O)c4c(O)c3C(=O)C[C@]2(O)C1,0,1,1,2,2
mol_405,C[C@H]1O[C@@H](c2ccc3cc4c(c(O)c3c2O)C(=O)C[C@]2(O)C[C@@](C)(O)CC(=O)C42)C[C@@H](O)[C@@H]1O,0,0,1,3,1
mol_406,CC1=CC(=O)[C@@H]2c3cc4cccc(O)c4c(O)c3C(=O)C[C@]2(O)C1,0,0,1,3,1
mol_407,Cc1cc(O)c2c3c(=O)c4cccc(O)c4c(=O)c=3c(=O)c2c1,0,3,1,6,4
mol_416,CC(=O)c1c(/C=C(/O)CC(=O)O)cc2cc3cc(O)cc(O)c3c(O)c2c1O,1,5,1,5,5
mol_417,Cc1c(C(=O)O)c(O)cc2cc3c(c(O)c12)C(=O)c1c(O)cc(O)cc1C3,0,5,1,6,6
mol_418,Cc1c(C(=O)O)c(O)cc2cc3c(c(O)c12)C(=O)c1c(O)cc(O)cc1C3=O,1,5,1,5,5
mol_419,COC(=O)c1c(O)cc2cc3c(c(O)c2c1C)C(=O)c1c(O)cc(O)cc1C3=O,1,6,1,6,6
mol_420,COc1cc(O)c2c(c1)C(=O)c1cc3cc(O)c(C(=O)O)c(C)c3c(O)c1C2=O,1,6,1,6,6
mol_429,Cc1cc(O)cc2cc3c(c(O)c12)C(=O)c1c(O)cc(O)cc1C3=O,0,5,1,6,6
mol_431,Cc1cc(O)cc2cc3c(c(O)c12)C(=O)c1c(O)cc(O)cc1C3,0,4,1,5,5
mol_432,CC(C)=CCc1c(O)cc(O)c(C(=O)/C=C/c2ccc(O)cc2)c1O,1,1,1,1,1
mol_433,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,0,0,1,2,1
mol_433,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,0,1,0,5,1
mol_434,O=C1c2c(O)cc(O)cc2OC(O)C1c1ccc(O)cc1,0,1,1,3,2
mol_434,O=C1c2c(O)cc(O)cc2OC(O)C1c1ccc(O)cc1,0,2,1,6,2
mol_435,COc1ccc([C@@H]2C(=O)c3c(O)cc(O)cc3O[C@H]2O)cc1,0,0,1,4,2
mol_436,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,0,1,1,5,3
mol_436,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,0,2,1,6,3
mol_437,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1O,0,1,1,6,3
mol_443,CC(C)=CCc1c(O)cc(O)c2c(=O)c(-c3ccc(O)cc3)coc12,0,-1,0,6,0
mol_444,CC(C)=CCc1cc(-c2coc3cc(O)cc(O)c3c2=O)ccc1O,0,-1,0,6,0
mol_445,CC(C)=CCc1c(O)cc2occ(-c3ccc(O)cc3)c(=O)c2c1O,0,0,1,6,2
mol_446,O=c1c(-c2ccc(O)cc2O)coc2cc(O)cc(O)c12,0,-1,0,6,0
mol_453,O=c1c(-c2ccc(O)cc2)coc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12,0,1,1,6,3
mol_456,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)ccc21,1,4,1,4,4
mol_457,O=C1C[C@@H](c2ccc(O)c(O)c2)Oc2cc(O)ccc21,0,1,1,2,2
mol_458,O=C1c2ccc(O)cc2O[C@@H](O)[C@@H]1c1ccc(O)cc1,0,-1,0,5,0
mol_459,COc1ccc([C@@H]2C(=O)c3ccc(O)cc3O[C@H]2O)cc1,0,4,1,6,5
mol_459,COc1ccc([C@@H]2C(=O)c3ccc(O)cc3O[C@H]2O)cc1,0,3,1,5,4
mol_460,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,0,2,1,4,3
mol_461,COc1ccc(-c2coc3cc(O)ccc3c2=O)c(O)c1,0,3,1,5,4
mol_462,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1O,0,3,1,5,4
mol_463,COc1ccc(-c2coc3cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)ccc3c2=O)cc1,0,3,1,5,4
mol_464,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,0,1,1,3,2
mol_464,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,1,4,1,4,4
mol_465,O=C1CC(O)(c2ccc(O)cc2)Oc2cc(O)ccc21,1,2,1,2,2
mol_466,O=C(/C=C(\O)c1ccc(O)cc1)c1ccc(O)cc1O,1,3,1,3,3
mol_467,COc1cc(O)ccc1C(=O)/C=C(\O)c1ccc(O)cc1,1,4,1,4,4
mol_468,COc1cc(O)ccc1/C=C/C(=O)c1ccc(O)cc1,1,5,1,5,5
mol_469,O=C1CC(c2ccc(O)cc2)Oc2cc(O)c(O)cc21,1,2,1,2,2
mol_470,O=C1c2cc(O)c(O)cc2OC(O)C1c1ccc(O)cc1,1,3,1,3,3
mol_471,O=c1c(-c2ccc(O)cc2)coc2cc(O)c(O)cc12,1,4,1,4,4
mol_472,COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1O,1,5,1,5,5
mol_473,O=c1cc(-c2ccc(O)cc2)oc2cc(O)ccc12,1,2,1,2,2
mol_474,COc1ccc(C2COc3cc(O)cc(O)c3C2=O)cc1,0,2,1,6,4
mol_475,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)c(O)c1,0,2,1,6,4
mol_476,COc1ccc(C2=COc3cc(O)cc(O)c3C2O)cc1,0,2,1,6,4
mol_477,COc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1,0,-1,0,6,0
mol_478,COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2c(O)c1O,0,2,1,4,3
mol_479,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)cc3o2)cc1,0,4,1,6,5
mol_484,COc1ccc(-c2cc(=O)c3c(O)c(O)c(OC)cc3o2)cc1,0,3,1,5,4
